Timestamp,Indoor_Temp_C,Indoor_Humidity_Percent
2/6/25 4:00,11.47,89.13
2/6/25 8:00,11.06,88.37
2/6/25 12:00,16.36,65.17
2/6/25 16:00,15.79,71.01
2/6/25 20:00,13.12,81.08
2/7/25 0:00,12.17,83.89
2/7/25 4:00,10.27,88.61
2/7/25 8:00,10.55,88.96
2/7/25 12:00,15,73.22
2/7/25 16:00,14.58,79.6
2/7/25 20:00,13.18,87.99
2/8/25 0:00,13.33,86.06
2/8/25 4:00,13.76,86.5
2/8/25 8:00,13.8,86.91
2/8/25 12:00,15.46,73.74
2/8/25 16:00,16.54,61.54
2/8/25 20:00,14.18,85.76
2/9/25 0:00,11.77,87.2
2/9/25 4:00,12.51,83.9
2/9/25 8:00,13.65,80.68
2/9/25 12:00,14.79,62.11
2/9/25 16:00,14.73,71.69
2/9/25 20:00,13.81,80.44
2/10/25 0:00,13.2,76.38
2/10/25 4:00,12.79,77.64
2/10/25 8:00,12.69,78.95
2/10/25 12:00,17.3,58.09
2/10/25 16:00,16.25,62.73
2/10/25 20:00,14.37,79.83
2/11/25 0:00,12.12,88.38
2/11/25 4:00,12.88,85.78
2/11/25 8:00,13.14,86.48
2/11/25 12:00,17.77,59.9
2/11/25 16:00,17.43,60.73
2/11/25 20:00,14.47,80.07
2/12/25 0:00,13.57,83.04
2/12/25 4:00,12.9,80.07
2/12/25 8:00,12.34,78.49
2/12/25 12:00,19.12,52.7
2/12/25 16:00,19.31,47.65
2/12/25 20:00,15.62,78.22
2/13/25 0:00,13.77,76.21
2/13/25 4:00,12.94,78.52
2/13/25 8:00,13.52,80.85
2/13/25 12:00,17.43,63.18
2/13/25 16:00,18.55,54.77
2/13/25 20:00,15.96,77.54
2/14/25 0:00,14.54,84.82
2/14/25 4:00,13.6,85.72
2/14/25 8:00,12.47,84.6
2/14/25 12:00,17.14,60.38
2/14/25 16:00,16.88,58.58
2/14/25 20:00,14.89,71.71
2/15/25 0:00,13.28,78.46
2/15/25 4:00,13.57,73.17
2/15/25 8:00,13.3,72.5
2/15/25 12:00,16.3,53.38
2/15/25 16:00,16.51,45.34
2/15/25 20:00,13.76,65.17
2/16/25 0:00,12.95,70.09
2/16/25 4:00,12.46,72.33
2/16/25 8:00,11.87,78.48
2/16/25 12:00,17.07,57.35
2/16/25 16:00,17.53,58.37
2/16/25 20:00,14.35,78.46
2/17/25 0:00,12.41,88.73
2/17/25 4:00,11.2,78.63
2/17/25 8:00,10.9,80.51
2/17/25 12:00,17.5,62.44
2/17/25 16:00,17.26,59.15
2/17/25 20:00,14.61,74.87
2/18/25 0:00,12.85,81.55
2/18/25 4:00,12.07,81.16
2/18/25 8:00,11.9,83.34
2/18/25 12:00,17.39,62.3
2/18/25 16:00,18.59,51.71
2/18/25 20:00,14.27,80.38
2/19/25 0:00,12.91,89.26
2/19/25 4:00,11.95,90.82
2/19/25 8:00,12.68,84.22
2/19/25 12:00,18.77,62.43
2/19/25 16:00,19.41,54.11
2/19/25 20:00,14.88,81.04
2/20/25 0:00,14.38,81.77
2/20/25 4:00,12.76,85.93
2/20/25 8:00,12.88,83.85
2/20/25 12:00,19.27,64.3
2/20/25 16:00,20.02,54.09
2/20/25 20:00,14.78,79.23
2/21/25 0:00,14.11,82.77
2/21/25 4:00,13.75,89.31
2/21/25 8:00,12.47,89.9
2/21/25 12:00,17.56,59.86
2/21/25 16:00,18.22,57.28
2/21/25 20:00,14.92,77.18
2/22/25 0:00,14.46,82.18
2/22/25 4:00,13.46,82.43
2/22/25 8:00,14,79.2
2/22/25 12:00,18.62,55.73
2/22/25 16:00,19.42,44.5
2/22/25 20:00,15.96,68.41
2/23/25 0:00,15.42,68.83
2/23/25 4:00,13.99,69.89
2/23/25 8:00,14.01,68.67
2/23/25 12:00,17.95,51.19
2/23/25 16:00,18.32,54.59
2/23/25 20:00,15.75,74.68
2/24/25 0:00,14.56,81.65
2/24/25 4:00,13.48,88.24
2/24/25 8:00,14.02,89.98
2/24/25 12:00,18.38,63.3
2/24/25 16:00,18.03,62.98
2/24/25 20:00,16.06,78
2/25/25 0:00,14.71,83.82
2/25/25 4:00,14,87.39
2/25/25 8:00,13.28,88.16
2/25/25 12:00,17.73,65.58
2/25/25 16:00,19.31,55.08
2/25/25 20:00,16.66,78.99
2/26/25 0:00,15.54,78.69
2/26/25 4:00,15.08,78.64
2/26/25 8:00,14.38,79.96
2/26/25 12:00,16.38,75.79
2/26/25 16:00,15.84,66.47
2/26/25 20:00,14.44,62.51
2/27/25 0:00,13.16,59.82
2/27/25 4:00,12.19,74.42
2/27/25 8:00,13.1,66.64
2/27/25 12:00,17.17,52.87
2/27/25 16:00,18.22,48.84
2/27/25 20:00,14.98,72.41
2/28/25 0:00,11.95,87.1
2/28/25 4:00,11.24,88.69
2/28/25 8:00,11.25,86.16
2/28/25 12:00,17.65,61.95
2/28/25 16:00,19.88,55.95
2/28/25 20:00,16.52,75.04
3/1/25 0:00,13.69,80.68
3/1/25 4:00,13.01,72.52
3/1/25 8:00,14.72,59.55
3/1/25 12:00,20.75,42.42
3/1/25 16:00,20.86,42.74
3/1/25 20:00,17.28,59.28
