_time,value,resourceName
12/7/24 16:00,56.1,Humidity
12/7/24 20:00,82.01,Humidity
12/8/24 0:00,73.98,Humidity
12/8/24 4:00,78.52,Humidity
12/8/24 8:00,75.72,Humidity
12/8/24 12:00,55.47,Humidity
12/8/24 16:00,67.92,Humidity
12/8/24 20:00,67.16,Humidity
12/9/24 0:00,66.99,Humidity
12/9/24 4:00,67.94,Humidity
12/9/24 8:00,69.58,Humidity
12/9/24 12:00,51.83,Humidity
12/9/24 16:00,49.64,Humidity
12/9/24 20:00,71.15,Humidity
12/10/24 0:00,76.83,Humidity
12/10/24 4:00,76.06,Humidity
12/10/24 8:00,72.33,Humidity
12/10/24 12:00,48.49,Humidity
12/10/24 16:00,52.35,Humidity
12/10/24 20:00,67.66,Humidity
12/11/24 0:00,78.99,Humidity
12/11/24 4:00,80.9,Humidity
12/11/24 8:00,75.77,Humidity
12/11/24 12:00,53.87,Humidity
12/11/24 16:00,64.36,Humidity
12/11/24 20:00,84.13,Humidity
12/12/24 0:00,77.12,Humidity
12/12/24 4:00,83.4,Humidity
12/12/24 8:00,84.6,Humidity
12/12/24 12:00,74.68,Humidity
12/12/24 16:00,68.81,Humidity
12/12/24 20:00,85.11,Humidity
12/13/24 0:00,89.27,Humidity
12/13/24 4:00,90.48,Humidity
12/13/24 8:00,90.01,Humidity
12/13/24 12:00,74.88,Humidity
12/13/24 16:00,66.73,Humidity
12/13/24 20:00,78.79,Humidity
12/14/24 0:00,86.87,Humidity
12/14/24 4:00,89.01,Humidity
12/14/24 8:00,84.91,Humidity
12/14/24 12:00,63.74,Humidity
12/14/24 16:00,54.7,Humidity
12/14/24 20:00,74.57,Humidity
12/15/24 0:00,79.26,Humidity
12/15/24 4:00,80.35,Humidity
12/15/24 8:00,81.4,Humidity
12/15/24 12:00,65.24,Humidity
12/15/24 16:00,62.04,Humidity
12/15/24 20:00,65.1,Humidity
12/16/24 0:00,71.7,Humidity
12/16/24 4:00,74.76,Humidity
12/16/24 8:00,74.04,Humidity
12/16/24 12:00,47.25,Humidity
12/16/24 16:00,55.58,Humidity
12/16/24 20:00,70.91,Humidity
12/17/24 0:00,74.9,Humidity
12/17/24 4:00,74.44,Humidity
12/17/24 8:00,76.2,Humidity
12/17/24 12:00,65.91,Humidity
12/17/24 16:00,61.78,Humidity
12/17/24 20:00,72.75,Humidity
12/18/24 0:00,84.83,Humidity
12/18/24 4:00,83.19,Humidity
12/18/24 8:00,84.14,Humidity
12/18/24 12:00,64.61,Humidity
12/18/24 16:00,70.11,Humidity
12/18/24 20:00,80.54,Humidity
12/19/24 0:00,80.45,Humidity
